SampleID,Customer Name,Attention,Address 1,Address 2,Address 3,Post Code,Telephone,Fax Number,Unique Code,Customer Reference,Second Customer Reference,Serial Number,General Description,System Description,Manufacturer,Model,Oil/Fluid Long Name,Oil/Fluid Short Name,Unit Type,Test Suite,Laboratory Ref,Unit Hours,Oil/Fluid Hours,Oil/Fluid Added,Completed Date,Date Taken,Alert Level,Ticket Number,Analyst,Aircraft Registration,Receipt Date,Booked In date,Site,Fuel Type,Prepaid,Sample Reason,Oil Changed,Lab Memo,Billing Date,Due Date,Delivery Reference,Oil/Fluid ID,Billing Completed,Viscosity at 40°C (cSt),Viscosity at 100°C (cSt),Water (% wt),Soot by FTIR (% wt),TAN (mgKOH/g),TBN (mgKOH/g),Phosphorus (% wt),Zinc (% wt),Calcium (% wt),Barium (% wt),Magnesium (% wt),Aluminium (ppm),Iron (ppm),Chromium (ppm),Copper (ppm),Lead (ppm),Tin (ppm),Silicon (ppm),Sodium (ppm),Boron (ppm),Vanadium (ppm),Molybdenum (ppm),Nickel (ppm),Silver (ppm),Titanium (ppm),Manganese (ppm),Cadmium (ppm),Antimony (ppm),Lithium (ppm),Sulphur (ICP) (ppm),Chlorine (ICP) (ppm),PS 4 - 6 µm (per 100ml),PS 6 - 14 µm (per 100ml),PS 14 - 21 µm (per 100ml),PS 21 - 38 µm (per 100ml),PS > 38 µm (per 100ml),ISO 4406 1999 (4>6>14µm),Oxidation (Abs/cm),Nitration (Abs/cm),Glycol (POS/NEG),IpH (pH Units),TGA (NA) (% wt),Volume/ Capacity,Component Serial Number,Cobalt (ppm),Potassium (ppm),Sulphur (Multiple),Chlorine (Multiple)
153117,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0508,J E931,-,5639521,Johema 1,Engine,Jenbacher,JMS 620 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73380,46870,457,-,05/01/2022 12:34 05/01,17/12/2021 00:00 17/12,Normal (Green),1050485,willr,5639502,30/12/2021 16:00 30/12,31/12/2021 10:29:04,Johema 1,NG1,True,Routine,Y,-,05/01/2022 11:34:13,04/01/2022 16:00:00,-,244,Y,123,14.0,<0.05,0.05,2.12,5.3,0.0303,0.0334,0.1987,<0.0001,0.0013,3,5,<1,8,<1,<1,7,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2414,<15,-,-,-,-,-,-,6,2,NEG,7.22,-,-,-,-,<1,2414,<15,
153345,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0511,J E886,-,5616301,Grootscholte Kapittelland M1,Engine,Jenbacher,JMS 612 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73512,57094,896,-,10/01/2022 20:45 10/01,29/12/2021 00:00 29/12,Normal (Green),1049862,andy,5616291,07/01/2022 12:00 07/01,07/01/2022 13:27:08,Grootscholte Kapittelland M1,NG1,True,Routine,-,-,10/01/2022 20:45:01,11/01/2022 12:00:00,-,244,Y,126,14.2,<0.05,0.10,2.66,4.6,0.0325,0.0380,0.2099,<0.0001,0.0007,3,7,<1,<1,<1,<1,8,7,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2583,<15,-,-,-,-,-,-,8,3,NEG,6.46,-,-,-,<1,<1,2583,<15,
163832,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0512,J E886,-,5616311,Grootscholte Kapittelland M2,Engine,Jenbacher,JMS 612 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74008,43797,4446,-,20/01/2022 21:21 20/01,10/01/2022 00:00 10/01,Normal (Green),1034199,andy,5616292,17/01/2022 12:30 17/01,17/01/2022 16:29:03,Grootscholte Kapittelland M2,NG1,True,Routine,-,-,20/01/2022 21:21:23,19/01/2022 12:30:00,-,244,N,131,14.6,<0.05,0.06,2.86,5.7,0.0315,0.0378,0.2069,<0.0001,0.0011,2,6,<1,<1,<1,<1,6,10,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2543,<15,-,-,-,-,-,-,10,4,NEG,6.12,-,-,-,<1,<1,2543,<15,
153380,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0513,J E905,-,5626501,Jansen en Zn. (Theo) 2,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73547,67532,3924,-,11/01/2022 13:58 11/01,28/12/2021 00:00 28/12,Normal (Green),1050108,willr,5626491,07/01/2022 12:00 07/01,07/01/2022 14:37:57,Jansen en Zn. (Theo) 2,NG1,True,Routine,-,-,11/01/2022 12:58:10,11/01/2022 12:00:00,-,244,Y,127,14.3,<0.05,0.05,2.14,5.0,0.0311,0.0364,0.1938,<0.0001,0.0008,3,5,<1,<1,2,<1,7,8,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2295,<15,-,-,-,-,-,-,7,3,NEG,6.59,-,-,-,-,1,2295,<15,
153114,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0516,J E292,-,5294041,Keijzer 2 Vierpolders,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73377,63645,1096,-,05/01/2022 12:28 05/01,22/12/2021 00:00 22/12,Advanced (Red),1050032,willr,5294051,30/12/2021 16:00 30/12,31/12/2021 10:23:55,Keijzer  2 Vierpolders,NG1,True,Routine,-,-,05/01/2022 11:26:42,04/01/2022 16:00:00,-,244,Y,129,14.2,<0.05,0.05,2.51,4.5,0.0286,0.0325,0.1898,<0.0001,0.0007,<1,6,<1,3,<1,<1,9,72,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,2247,<15,-,-,-,-,-,-,8,3,NEG,6.47,-,-,-,-,<1,2247,<15,
153155,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0518,J E184,-,5241621,Knoppert  (Apollo),Engine,Jenbacher,JMS 620 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45721,52930,3379,-,06/01/2022 07:39 06/01,14/12/2021 00:00 14/12,Normal (Green),1036514,Neil,5241601,30/12/2021 12:30 30/12,30/12/2021 13:56:40,Knoppert  (Apollo),NG1,True,Routine,-,-,06/01/2022 07:39:02,04/01/2022 12:30:00,-,244,Y,133,14.5,<0.05,<0.01,3.36,4.2,0.0313,0.0385,0.2035,<0.0001,0.0009,2,11,<1,1,3,1,4,12,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2442,<15,-,-,-,-,-,-,9,4,NEG,5.56,-,-,-,-,<1,2442,<15,
163801,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0519,J E837,-,5598961,Koolhaas 2,Engine,Jenbacher,JMS 612 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73977,52628,2377,-,19/01/2022 15:43 19/01,13/01/2022 00:00 13/01,Normal (Green),1047302,andy,5598951,17/01/2022 12:30 17/01,17/01/2022 16:00:09,Koolhaas 2,NG1,True,Routine,-,-,19/01/2022 15:43:24,19/01/2022 12:30:00,-,244,Y,124,14.1,<0.05,0.06,2.64,4.7,0.0312,0.0363,0.2013,<0.0001,0.0008,3,4,<1,<1,<1,<1,8,8,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2432,<15,-,-,-,-,-,-,7,3,NEG,6.39,-,-,-,<1,<1,2432,<15,
153176,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0519,J E837,-,5598961,Koolhaas 2,Engine,Jenbacher,JMS 612 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45742,52164,1913,-,06/01/2022 08:12 06/01,17/12/2021 00:00 17/12,Normal (Green),1052238,Neil,5598951,30/12/2021 12:30 30/12,30/12/2021 14:26:03,Koolhaas 2,NG1,True,Routine,-,-,06/01/2022 08:12:02,04/01/2022 12:30:00,-,244,Y,124,14.0,<0.05,<0.01,2.86,5.1,0.0307,0.0351,0.1925,<0.0001,0.0008,3,3,<1,<1,<1,<1,8,7,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2211,<15,-,-,-,-,-,-,5,2,NEG,6.54,-,-,-,-,<1,2211,<15,
153318,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0520,J E130,-,5202351,MB Production,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73485,58932,1919,-,10/01/2022 19:32 10/01,29/12/2021 00:00 29/12,Normal (Green),1050529,andy,5202341,07/01/2022 12:00 07/01,07/01/2022 12:49:53,MB Production,NG1,True,Routine,-,GEO 40 on label,10/01/2022 19:32:28,11/01/2022 12:00:00,-,244,Y,128,14.3,<0.05,0.04,2.34,4.9,0.0301,0.0358,0.2016,<0.0001,0.0007,2,3,<1,4,<1,<1,3,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2473,<15,-,-,-,-,-,-,7,2,NEG,6.86,-,-,-,<1,<1,2473,<15,
153603,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0533,J F046,-,1231403,C.J. Plants,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73766,65051,1165,-,13/01/2022 11:56 13/01,03/01/2022 00:00 03/01,Normal (Green),1050039,willr,5650331,10/01/2022 14:34 10/01,10/01/2022 16:25:02,C.J. Plants,NG1,True,Routine,-,-,13/01/2022 10:55:36,12/01/2022 14:34:00,-,244,Y,127,14.2,<0.05,0.06,2.67,4.4,0.0305,0.0348,0.1927,<0.0001,0.0008,3,5,<1,<1,<1,<1,13,8,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2415,<15,-,-,-,-,-,-,7,3,NEG,6.03,-,-,-,<1,<1,2415,<15,
163830,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0537,J F119,-,5745321,Grootscholte Kapittelland M4,Engine,Jenbacher,JMS 620 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74006,55645,2269,-,20/01/2022 21:20 20/01,10/01/2022 00:00 10/01,Normal (Green),1034200,andy,5745311,17/01/2022 12:30 17/01,17/01/2022 16:27:28,Grootscholte Kapittelland M4,NG1,True,Routine,-,-,20/01/2022 21:20:22,19/01/2022 12:30:00,-,244,N,133,14.7,<0.05,0.07,3.20,3.8,0.0308,0.0382,0.2048,<0.0001,0.0008,2,10,1,<1,<1,<1,17,13,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2353,<15,-,-,-,-,-,-,11,4,NEG,5.82,-,-,-,<1,<1,2353,<15,
153417,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0538,J E710,-,5526341,Grootscholte Kapittelland M3,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73584,53364,3146,-,11/01/2022 19:59 11/01,29/12/2021 00:00 29/12,Normal (Green),1049863,andy,5526331,07/01/2022 15:25 07/01,07/01/2022 15:25:55,Grootscholte Kapittelland M3,NG1,True,Routine,-,-,11/01/2022 19:58:42,11/01/2022 15:25:00,-,244,Y,129,14.4,<0.05,0.05,2.12,4.1,0.0315,0.0374,0.1933,<0.0001,0.0008,1,6,<1,<1,3,<1,11,7,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2324,<15,-,-,-,-,-,-,8,3,NEG,6.36,-,-,-,-,1,2324,<15,
153499,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0540,J E043,-,5095471,Tomselect - 420 L.A. van Schie,Engine,Jenbacher,JMS 420 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73662,50757,359,-,12/01/2022 18:52 12/01,03/01/2022 00:00 03/01,Normal (Green),1034176,andy,5095461,10/01/2022 12:10 10/01,10/01/2022 13:26:27,Tomselect - 420 L.A. van Schie,NG1,True,Routine,-,GE0005.0545 on label  all other details match .0540,12/01/2022 18:51:57,12/01/2022 12:10:00,-,244,Y,127,14.3,<0.05,0.05,2.47,4.7,0.0281,0.0349,0.1868,<0.0001,0.0006,3,4,<1,<1,<1,<1,3,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2391,<15,-,-,-,-,-,-,4,4,NEG,6.40,-,-,-,<1,2,2391,<15,
163999,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0543,J E151,-,5220311,Hosk Growers,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74167,52869,2789,-,23/01/2022 16:35 23/01,14/01/2022 00:00 14/01,Normal (Green),1034480,andy,5220301,19/01/2022 12:00 19/01,19/01/2022 16:59:39,Hosk Growers,NG1,True,Routine,-,-,23/01/2022 16:34:22,21/01/2022 12:00:00,-,244,N,130,14.3,<0.05,0.07,3.55,3.7,0.0309,0.0370,0.2033,<0.0001,0.0010,3,6,<1,<1,2,<1,13,8,2,<1,<1,<1,1,<1,<1,<1,<1,<1,2691,<15,-,-,-,-,-,-,10,4,NEG,5.83,-,-,-,-,3,2691,<15,
163870,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0545,J E018,-,5090521,Varekamp 3,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74046,70122,967,-,21/01/2022 10:21 21/01,12/01/2022 00:00 12/01,Normal (Green),1037967,Neil,5090502,17/01/2022 12:30 17/01,17/01/2022 17:58:56,Varekamp 3,NG1,True,Routine,-,-,21/01/2022 09:21:31,19/01/2022 12:30:00,-,244,N,127,14.5,<0.05,0.07,2.32,4.7,0.0315,0.0365,0.2018,<0.0001,0.0007,4,5,<1,14,<1,<1,6,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2422,<15,-,-,-,-,-,-,10,3,NEG,6.44,-,-,-,<1,<1,2422,<15,
153094,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0546,J E334,-,5095091,Vereijken 2,Engine,Jenbacher,JMS 620 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73357,61983,1806,-,04/01/2022 17:05 04/01,20/12/2021 00:00 20/12,Normal (Green),1052244,willr,5311571,30/12/2021 16:00 30/12,31/12/2021 09:49:43,Vereijken 2,NG1,True,Routine,N,-,04/01/2022 16:04:04,04/01/2022 16:00:00,-,244,Y,124,14.4,<0.05,0.05,2.40,5.4,0.0321,0.0348,0.2137,<0.0001,0.0008,3,5,<1,<1,<1,1,4,2,1,<1,<1,<1,1,<1,<1,<1,<1,<1,2632,<15,-,-,-,-,-,-,6,2,NEG,7.41,-,-,-,-,<1,2632,<15,
163807,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0547,J E619,-,5452001,Vijverberg C&R 2,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73983,41448,1750,-,20/01/2022 16:20 20/01,13/01/2022 00:00 13/01,Normal (Green),1047308,andy,5451991,17/01/2022 12:30 17/01,17/01/2022 16:04:09,Vijverberg C&R 2,NG1,True,Routine,-,-,20/01/2022 16:20:00,19/01/2022 12:30:00,-,244,N,127,14.3,<0.05,0.06,2.46,5.0,0.0313,0.0366,0.2032,<0.0001,0.0006,3,4,<1,<1,<1,<1,6,6,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2380,<15,-,-,-,-,-,-,7,3,NEG,6.56,-,-,-,<1,<1,2380,<15,
153608,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0550,J E458,-,5378301,Vliet 2 Kwintsheul,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73771,49293,9983,-,13/01/2022 10:47 13/01,03/01/2022 00:00 03/01,Normal (Green),1016760,willr,5378291,10/01/2022 14:00 10/01,11/01/2022 09:26:29,Vliet 2 Kwintsheul,NG1,True,Routine,-,S/N? 5387291 on label. Peg 705 on label  but oil life not consistent with product change.,13/01/2022 09:46:39,12/01/2022 14:00:00,-,244,Y,136,14.9,<0.05,0.07,3.03,4.0,0.0267,0.0321,0.1833,<0.0001,0.0007,3,6,<1,<1,<1,<1,6,11,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,2102,<15,-,-,-,-,-,-,11,6,NEG,5.94,-,-,-,<1,<1,2102,<15,
153594,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0556,J F183,-,1216683,Burg H.N.S v/d 1,Engine,Jenbacher,JMS 612 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73757,61072,640,-,13/01/2022 12:12 13/01,03/01/2022 00:00 03/01,Normal (Green),1050037,willr,5787951,10/01/2022 14:34 10/01,10/01/2022 16:14:27,Burg H.N.S v/d 1,NG1,True,Routine,-,-,13/01/2022 11:12:22,12/01/2022 14:34:00,-,244,Y,123,14.1,<0.05,0.07,2.20,5.1,0.0302,0.0336,0.1860,<0.0001,0.0007,3,4,<1,1,<1,<1,2,3,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,2393,<15,-,-,-,-,-,-,6,2,NEG,6.77,-,-,-,<1,<1,2393,<15,
153171,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0559,J F176,-,5783931,Solanahof,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45737,50975,397,-,06/01/2022 10:28 06/01,17/12/2021 00:00 17/12,Normal (Green),1052241,Neil,5783901,30/12/2021 12:30 30/12,30/12/2021 14:21:14,Solanahof,NG1,True,Routine,-,-,06/01/2022 10:27:47,04/01/2022 12:30:00,-,244,Y,131,14.5,<0.05,<0.01,1.97,5.0,0.0320,0.0378,0.2080,<0.0001,0.0009,1,7,<1,1,1,<1,9,9,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2277,<15,-,-,-,-,-,-,7,3,NEG,6.37,-,-,-,-,<1,2277,<15,
163994,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0560,J F376,-,5874101,Droppert,Engine,Jenbacher,J616 GS,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74162,56470,425,-,22/01/2022 12:32 22/01,14/01/2022 00:00 14/01,Normal (Green),1034477,anthonymann,5874091,19/01/2022 12:00 19/01,19/01/2022 16:46:29,Droppert,NG1,True,Routine,Y,-,22/01/2022 12:32:04,21/01/2022 12:00:00,-,244,N,124,14.0,<0.05,0.06,2.00,5.3,0.0318,0.0367,0.1981,<0.0001,0.0016,2,3,<1,<1,<1,<1,4,3,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,2603,<15,-,-,-,-,-,-,5,3,NEG,7.28,-,-,-,-,1,2603,<15,
153599,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0568,J E046,-,5099661,Domarco,Engine,Jenbacher,JMS 312 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73762,38483,1022,-,13/01/2022 12:03 13/01,04/01/2022 00:00 04/01,Normal (Green),1048583,willr,5099651,10/01/2022 14:34 10/01,10/01/2022 16:19:24,Domarco,NG1,True,Routine,-,-,13/01/2022 11:02:58,12/01/2022 14:34:00,-,244,Y,122,13.9,<0.05,0.05,2.19,5.4,0.0309,0.0344,0.1905,<0.0001,0.0007,2,2,<1,<1,<1,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2280,<15,-,-,-,-,-,-,6,3,NEG,6.78,-,-,-,<1,<1,2280,<15,
153623,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0573,J F260,-,5809731,Geest Komkommers,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73786,52931,517,-,14/01/2022 19:48 14/01,07/01/2022 00:00 07/01,Normal (Green),1034118,andy,5809721,11/01/2022 13:30 11/01,11/01/2022 15:38:45,Geest Komkommers,NG1,True,Routine,-,-,14/01/2022 19:47:49,13/01/2022 13:30:00,-,244,Y,124,14.2,<0.05,0.06,1.82,5.6,0.0290,0.0332,0.1909,<0.0001,0.0006,2,3,<1,<1,<1,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2286,<15,-,-,-,-,-,-,6,3,NEG,6.95,-,-,-,-,<1,2286,<15,
163869,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0576,J F168,-,5768451,Bryte Greenlight 3,Engine,Jenbacher,JMS 612 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74045,72768,3486,-,21/01/2022 16:50 21/01,12/01/2022 00:00 12/01,Normal (Green),1037968,ling,5768441,17/01/2022 12:30 17/01,17/01/2022 17:58:22,Bryte Greenlight 3,NG1,True,Routine,-,-,21/01/2022 16:50:27,19/01/2022 12:30:00,-,244,N,130,14.5,<0.05,0.12,3.19,4.1,0.0353,0.0416,0.2252,<0.0001,0.0007,3,17,1,<1,<1,<1,6,7,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2586,<15,-,-,-,-,-,-,15,4,NEG,6.05,-,-,-,<1,1,2586,<15,
153160,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0576,J F168,-,5768451,Bryte Greenlight 3,Engine,Jenbacher,JMS 612 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45726,72167,2885,-,05/01/2022 10:40 05/01,14/12/2021 00:00 14/12,Normal (Green),1036520,Neil,5768441,30/12/2021 12:30 30/12,30/12/2021 14:02:52,Bryte Greenlight 3,NG1,True,Routine,-,-,05/01/2022 10:39:40,04/01/2022 12:30:00,-,244,Y,131,14.5,<0.05,0.10,3.10,4.4,0.0339,0.0403,0.2169,<0.0001,0.0007,3,17,1,<1,1,<1,6,8,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2373,<15,-,-,-,-,-,-,12,3,NEG,5.94,-,-,-,-,<1,2373,<15,
163873,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0600,J F189,-,1229459,Sion,Engine,Jenbacher,JMS 620 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74049,67875,963,-,21/01/2022 10:25 21/01,12/01/2022 00:00 12/01,Normal (Green),1037975,Neil,5789681,17/01/2022 12:30 17/01,17/01/2022 18:00:59,Sion,NG1,True,Routine,-,-,21/01/2022 09:24:54,19/01/2022 12:30:00,-,244,N,124,14.2,<0.05,0.14,2.45,4.4,0.0333,0.0383,0.2087,<0.0001,0.0009,3,9,1,<1,<1,<1,6,5,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2533,<15,-,-,-,-,-,-,9,3,NEG,6.49,-,-,-,<1,<1,2533,<15,
153113,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0600,J F189,-,1229459,Sion,Engine,Jenbacher,JMS 620 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73376,67414,502,-,05/01/2022 20:36 05/01,22/12/2021 00:00 22/12,Normal (Green),1050021,andy,5789681,30/12/2021 16:00 30/12,31/12/2021 10:21:38,Sion,NG1,True,Routine,-,-,05/01/2022 20:35:38,04/01/2022 16:00:00,-,244,Y,127,14.1,<0.05,0.12,2.33,4.9,0.0311,0.0342,0.2068,<0.0001,0.0009,3,7,<1,<1,1,<1,6,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2522,<15,-,-,-,-,-,-,7,2,NEG,6.91,-,-,-,-,<1,2522,<15,
153362,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0614,J F043,-,5650181,C3 JSE,Engine,Jenbacher,JMS 620 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73529,26666,1473,-,11/01/2022 12:57 11/01,04/01/2022 00:00 04/01,Normal (Green),1047655,willr,5650171,07/01/2022 12:00 07/01,07/01/2022 13:46:09,C3 JSE,NG1,True,Routine,-,different site name on label,11/01/2022 11:57:22,11/01/2022 12:00:00,-,244,Y,132,14.6,<0.05,0.09,3.25,4.0,0.0342,0.0414,0.2280,<0.0001,0.0008,3,12,<1,<1,<1,<1,5,6,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2696,<15,-,-,-,-,-,-,13,4,NEG,6.16,-,-,-,<1,<1,2696,<15,
163995,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0620,J F185,-,5788871,Wubben Gebr. 1,Engine,Jenbacher,-,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74163,47190,517,-,23/01/2022 13:55 23/01,14/01/2022 00:00 14/01,Normal (Green),1034479,andy,5788861,19/01/2022 12:00 19/01,19/01/2022 16:47:58,Wubben Gebr. 1,NG1,True,Routine,-,-,23/01/2022 13:54:46,21/01/2022 12:00:00,-,244,N,119,13.8,<0.05,0.08,1.94,5.7,0.0325,0.0371,0.2059,<0.0001,0.0008,3,5,1,2,<1,<1,7,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,2741,<15,-,-,-,-,-,-,5,3,NEG,7.69,-,-,-,-,<1,2741,<15,
